Taxa,Achnanthes_sp.,Amphora_ovalis,Attheya_zochariasi,Cocconeis_placentula,Coscinodiscus_sp.,Cyclotella_sp.,Cymatopleura_sp.,Cymbella_sp.,Diatoma_vulgare,Diploneis_ovalis,Eunotia_pectinalis,Eunotia_valida,Fragilaria_capucina,Fragilaria_sp.,Frustulia_sp.,Gomphonema_sp.,Gyrosigma_spenceri,Melosira_granulata,Navicula_sp.,Navicula_viridula,Nitzschia_linearis,Nitzschia_sp.,Pinnularia_nobilis,Rhizosolenia_longiseta,Stauroneis_acuta,Surirella_sp.,Synedra_acus,Synedra_sp.,Synedra_ulna,Tabellaria_sp.,?Tetraedron_enorme,Actinastrum_fluviatile,Ankistrodesmus_acicularis,Ankistrodesmus_convolutus,Ankistrodesmus_falcatus,Ankistrodesmus_falcatus_var._mirabilis,Ankistrodesmus_spiralis,Botryococcus_braunii,Chlamydomonas_sp.,Chlorella_sp.,Chlorogonium_elongatum,Chodatella_cilliata,Chodatella_longiseta,Chodatella_wratislaviensis,Closteriopsis_sp.,Closterium_kutzingii,Closterium_parvulum,Closterium_sp.,Coelastrum_microporum,Coelastrum_reticulatum,Coelastrum_sphaericum,Cosmarium_angulosum,Cosmarium_bioculatum,Cosmarium_circulare,Cosmarium_connatum,Cosmarium_depressum,Cosmarium_formosulum,Cosmarium_globosum,Cosmarium_obsoletum,Cosmarium_obtusatum,Cosmarium_quadrum,Cosmarium_sp.,Cosmarium_trilobulatum,Cosmarium_turgidum,Crucigenia_apiculata,Crucigenia_lauterbornei,Crucigenia_quadrata,Crucigenia_rectangularis,Crucigenia_tetrapedia,Dictyosphaeria_cavernosa,Dictyosphaerium_pulchellum,Echinosphaerella_limnetica,Elakatothrix_gelatinosa,Euastrum_elegans,Eudorina_elegans,Gloeocystis_sp.,Golenkinia_paucispina,Gonatozygon_kinahani,Gonium_pectorale,Kirchneriella_contorta,Kirchneriella_lunaris_,Kirchneriella_obesa,Micractinium_pusillum,Mougeotia_sp.,Nephrocytium_agardhianum,Oedogonium_sp.,Oocystis_lacustris,Pediastrum_biradiatum,Pediastrum_duplex,Pediastrum_simplex,Pediastrum_tetras_var._tetraodon,Platrotaenium_trabecula,Pleodorina_californica,Pteromonas_sp.,Quadrigula_sp.,Radiococcus_sp.,Raphidonema_nivale,Scenedesmus_acuminatus,Scenedesmus_arcuatus,Scenedesmus_armatus,Scenedesmus_bicaudatus,Scenedesmus_bijuga,Scenedesmus_denticulatus,Scenedesmus_dimorphus,Scenedesmus_javaensis,Scenedesmus_obliquus,Scenedesmus_perforatas,Scenedesmus_quadricauda,Schroederia_nitzschioides,Schroederia_robusta,Schroederia_setigera,Schroederia_spiralis,Scotiella_sinica,Selenastrum_bibraianum,Selenastrum_minutum,Sphaerocystis_schroeteri,Spondylosium_sp.,Staurastrum_aristiferum,Staurastrum_bifidum,Staurastrum_brevispinum,Staurastrum_connatum,Staurastrum_crenulatum,Staurastrum_gracile,Staurastrum_leptodermum,Staurastrum_paradoxum,Staurastrum_sp.,Staurodesmus_sp.,Tetrachlorella_sp.,Tetradesmus_wisconsinense,Tetraedron_bifurcatum,Tetraedron_caudatum,Tetraedron_hastatum,Tetraedron_hastatum_var._palatinum,Tetraedron_minimum,Tetraedron_trigonum,Tetraedron_trilobulatum,Tetraedron_tumidulum,Tetrallantos_lagerkeimii,Tetrastrum_staurogeniaeforme,Treubaria_crassispina,Treubaria_triappendiculata,Westella_botryoides,Westella_linearis,Xanthidium_cristatum,Dinobryon_cylindricum,Mallomonas_acaroides,Mallomonas_elongata,Mallomonas_oviformis,Synura_sp.,Chroomonas_caudata,Cryptomonas_erosa,Cryptomonas_marssonii,Cryptomonas_ovata,Cryptomonas_rostrata,Anabaena_sp.,Anabaenopsis_circularis,Aphanizomenon_sp.,Aphanocapsa_sp.,Aphanothece_sp.,Chroococcus_sp.,Coelosphaerium_kutzingianum,Cylindrospermopsis_raciborskii,Gomphosphaeria_sp.,Lyngbya_sp.,Merismopedia_elegans,Merismopedia_punctata,Merismopedia_tenuissima,Microcystis_aeruginosa,Microcystis_flosaquae,Microcystis_ichthyoblabe,Microcystis_novacekii,Microcystis_wesenbergii,Pseudanabaena_sp.,Raphidiopsis_sp.,Rhabdogloea_sp.,Spirulina_major,Ceratium_hirundinella,Glenodinium_pulvisculus,Gymnodinium_gyomnodinium,Peridiniopsis_cunningtonii,Peridinium_sp.,Euglena_amoeboides,Euglena_caudata,Euglena_clara,Euglena_deses,Euglena_interrupta,Euglena_oxyuris,Euglena_pisciformis,Lepocinclis_texta,Phacus_acuminatus,Phacus_longicauda,Phacus_pleuronectes,Strombomonas_ensifera,Trachelomonas_granulata,Trachelomonas_oblonga,Trachelomonas_reticulata
FJ2015097,,,,9327.923077,,15546.53846,,,,,,,,,,3109.307692,,87060.61538,,,6218.615385,,,,,,3109.307692,,,,,,,27983.76923,31093.07692,,,6218.615385,3109.307692,702703.5385,,6218.615385,,,15546.53846,,,,6218.615385,3109.307692,6218.615385,,3109.307692,,6218.615385,,,,,,,,,,,,6218.615385,,46639.61538,,,,,0,3109.307692,,,,,21765.15385,,,,,,6218.615385,3109.307692,,,,,,,,,,,,,,12437.23077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9327.923077,,,,,,12437.23077,,,,,,,,,413537.9231,,,6218.615385,,,,,0,0,37311.69231,,,,,3109.307692,21765.15385,,0,0,0,0,0,,18655.84615,,,,,,,3109.307692,,,,,,,9327.923077,9327.923077,,,,,,,
FJ2015098,24252.6,,,48505.2,,109136.7,,4042.1,,,,,,,,,,250610.2,,,,,,,,,16168.4,,,,,,12126.3,48505.2,,,,,,957977.7,,,,,16168.4,,,,,,16168.4,,,4042.1,,,,,,,,,,,4042.1,8084.2,,20210.5,,,,,,16168.4,4042.1,,,,,8084.2,,,,,,0,4042.1,,,,,,,,,,,12126.3,,,24252.6,,,,,,,,,4042.1,,,,8084.2,,,,,,,,,,,,,,,,4042.1,4042.1,,,16168.4,,,,,,,,,,,,,,,,266778.6,16168.4,,16168.4,,,,,0,0,12126.3,,,,,,20210.5,,0,0,0,0,0,,20210.5,,,,,,,,,4042.1,,,,,16168.4,4042.1,,,,8084.2,,,
FJ2015099,40421,,,40421,,156631.375,,5052.625,,,,,15157.875,,,10105.25,,767999,10105.25,,,,,,,,20210.5,,,,,,5052.625,25263.125,,,,5052.625,,793262.125,,,,,10105.25,,,,,5052.625,10105.25,,,5052.625,,,,,,,,,,5052.625,,15157.875,,,25263.125,,,,,10105.25,5052.625,,,,,10105.25,,,,,,0,,,10105.25,,,,,,,,,,,,25263.125,,5052.625,,,,15157.875,,,,,,,25263.125,,,,,,,,,,,,,,,,,,,,,25263.125,,,,,,15157.875,,,,,,,,,303157.5,5052.625,,40421,,,,,0,0,75789.375,,,,,,10105.25,,0,0,0,0,0,15157.875,5052.625,,,,10105.25,,,,,,,,,,10105.25,,,,,,,,
FJ2015100,28872.14286,,,57744.28571,,192480.9524,,,,,,,,43308.21429,,,,1020149.048,4812.02381,,,4812.02381,,,,,4812.02381,,,,,,38496.19048,,,,,19248.09524,,524510.5952,,,,,28872.14286,,,,,,,,4812.02381,,,,,4812.02381,,,4812.02381,4812.02381,,,,120300.5952,,,33684.16667,,,,,28872.14286,14436.07143,,,,,14436.07143,,,,,,0,19248.09524,,4812.02381,,,,,,,14436.07143,,4812.02381,,4812.02381,19248.09524,,,,,,14436.07143,,,,,,,4812.02381,,,,,,,,,,,,,,,,19248.09524,,,,4812.02381,,,,,,,43308.21429,,,,,,,,,4812.02381,,,4812.02381,,14436.07143,,,0,0,4812.02381,,,,,,19248.09524,,0,0,0,481202.381,0,,14436.07143,,,,9624.047619,,,,,,,,,,,,,,,9624.047619,,,
FJ2016001,16673.67895,,,8084.2,4042.1,440210.1053,,,6315.789474,,,,,4042.1,,3157.894737,,2286187.726,11242.09474,,,,8084.2,,,,19326.29474,,,36378.9,,,15284.19474,,,53684.21053,,,,291536.6105,,,,,16673.67895,,3157.894737,,6315.789474,,8084.2,8084.2,8084.2,,,,,,,,,,,,,,,10357.88947,22989.46842,,,,18947.36842,12631.57895,,,,,,170526.3158,,,,,,0,,,,,9473.684211,,,,3157.894737,,4042.1,9473.684211,4042.1,,37389.45789,,,,,,9473.684211,4042.1,,,,,,,,12631.57895,,,,,,,,,,,,,,6315.789474,,,,,18442.08947,,,,3157.894737,,,,,,,,,3157.894737,,43705.24737,,,16673.67895,,,,,0,0,79831.57368,,,3157.894737,,,,3157.894737,0,0,0,0,0,4042.1,20210.5,41052.63158,,,3157.894737,,,4042.1,,,,,,,,4042.1,8084.2,,,,,,4042.1
FJ2016016,56589.4,,,64673.6,,517388.8,,,,,,,,,,,,2538438.8,,,,,8084.2,,,,16168.4,,,,,,16168.4,16168.4,,,,16168.4,,517388.8,,,,,40421,,,,,,,,,8084.2,,,,,,,,,,,,,,,8084.2,,,,,16168.4,,,,,,,,,,,,0,,,24252.6,,,,,,,,,,,,,,,,,,32336.8,,,,,,,32336.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48505.2,,,8084.2,,,,,0,0,,,,,8084.2,,,,0,0,0,0,0,,16168.4,,,,,,,,,,,8084.2,,,8084.2,16168.4,,,,,,,
FJ2016017,8982.444444,,,22456.11111,4491.222222,40421,,,,,,,,,,,,992560.1111,4491.222222,,,,,,,,,,,,,,31438.55556,22456.11111,,,,17964.88889,,835367.3333,,,,,4491.222222,,,,4491.222222,,,,8982.444444,,,,,13473.66667,,,,,,,,17964.88889,,,35929.77778,,,,,44912.22222,,,,,,,,,,,,0,8982.444444,,13473.66667,,,,,,,,,4491.222222,,,,,,,,,8982.444444,,,,,,,8982.444444,,,,,,,,,,,,,,,,,,,,,26947.33333,4491.222222,,,,,,,,,,,,,,8982.444444,,,4491.222222,,,,,0,0,13473.66667,,,,,,17964.88889,,0,0,0,0,0,,8982.444444,,,,,,,,,,,,,,4491.222222,4491.222222,,,,8982.444444,,,
FJ2016018,33684.16667,,5614.027778,33684.16667,,16842.08333,,,,,11228.05556,,,16842.08333,16842.08333,,,538946.6667,,44912.22222,,623157.0833,5614.027778,,,,,5614.027778,,,,,16842.08333,,,,,,,915086.5278,,,,,33684.16667,5614.027778,,,11228.05556,,,,,,,,,22456.11111,,,,,,,,28070.13889,,,33684.16667,,,,,16842.08333,,,,,,22456.11111,,,,,,0,5614.027778,,5614.027778,,,,,,,,,,,,5614.027778,,5614.027778,,,,16842.08333,,,,,,,11228.05556,,,,,,,,,,,,,,,,,,,,,5614.027778,,,,,,,,,,,,,,,33684.16667,,,5614.027778,,,,,0,0,,,,,174034.8611,,,,0,0,0,0,0,5614.027778,5614.027778,,,,39298.19444,11228.05556,,,,,,5614.027778,,5614.027778,,5614.027778,,,,28070.13889,,,
FJ2016019,28501.98718,,,28501.98718,,38866.34615,,,,,,,,,,2591.089744,,220242.6282,,,,2591.089744,,,,,2591.089744,,,,,,80323.78205,33684.16667,,,,,2591.089744,570039.7436,2591.089744,,,,23319.80769,,,,12955.44872,,,,7773.269231,,,,,12955.44872,,,,,,,,15546.53846,,,10364.35897,2591.089744,,,,23319.80769,,,,,,15546.53846,,,,,,0,10364.35897,,12955.44872,,,,,,,,,,,,10364.35897,,,,,,,,,,,,,7773.269231,,5182.179487,,,,,,,,,,,,,,,2591.089744,,,,5182.179487,,,,,,,,,,,,,,,7773.269231,,,2591.089744,,,,,0,0,15546.53846,,,,5182.179487,,31093.07692,,0,0,0,0,0,,7773.269231,,,,15546.53846,,,2591.089744,,,,,,,7773.269231,2591.089744,,,,7773.269231,,,
FJ2016020,13346.5566,,,28599.76415,15253.20755,7626.603774,,,,,,,,,,,,57199.5283,,,,1906.650943,1906.650943,,,,1906.650943,,,,,,13346.5566,102959.1509,,,,3813.301887,1906.650943,650167.9717,,,,,13346.5566,,,,,,1906.650943,,1906.650943,,,,,5719.95283,,,,,,,,1906.650943,,,5719.95283,1906.650943,,,,20973.16038,,,,,,11439.90566,,,,,,0,9533.254717,,3813.301887,,,,,,,3813.301887,,,,,15253.20755,,,,,,,,,5719.95283,,,,19066.50943,,,,,,,,,,,,,,,,,,,,,17159.85849,,,,,,,,,,,,,,,5719.95283,,,1906.650943,,,,,0,0,19066.50943,,,,3813.301887,,13346.5566,,0,0,0,0,0,1906.650943,9533.254717,,,,,,,,,,,,,,,5719.95283,,,,5719.95283,,,3813.301887
FJ2016021,20622.95918,,,4124.591837,37121.32653,32996.73469,,4124.591837,,,,,,4124.591837,,,,103114.7959,12373.77551,,,8249.183673,,,,,,,,,,,41245.91837,90741.02041,,,,12373.77551,12373.77551,1307495.612,,,,,24747.55102,,,,,,8249.183673,,,,4124.591837,,,4124.591837,,,24747.55102,,4124.591837,,,20622.95918,,,4124.591837,,,,,8249.183673,,,,,,,,,,,,0,,,12373.77551,,,,,,,,8249.183673,8249.183673,,,16498.36735,,,,,,8249.183673,,,12373.77551,,,,20622.95918,,,,,,,,,,,,,4124.591837,,,,,,,,8249.183673,,,,,,,,,,,,,,,20622.95918,4124.591837,,4124.591837,,,,,0,0,16498.36735,,,,,,45370.5102,,0,0,0,0,0,,28872.14286,,,,,,,,,,,,,4124.591837,,,,,,12373.77551,,,4124.591837
FJ2016022,106996.7647,35665.58824,,95108.23529,11888.52941,23777.05882,,23777.05882,,,,,,95108.23529,,,,83219.70588,,,,23777.05882,,,,,47554.11765,,,,,,23777.05882,546872.3529,,,,,,2175600.882,,,,,95108.23529,,,,,,,,,,,,,11888.52941,,,11888.52941,,,,,83219.70588,,,,,,,,0,,,,,,,,,,,,0,11888.52941,,,,,,,,,11888.52941,11888.52941,35665.58824,,,142662.3529,,,11888.52941,,,,,,1771390.882,,,,11888.52941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47554.11765,,,11888.52941,,,,,0,0,71331.17647,,,,11888.52941,,23777.05882,,0,0,0,0,0,,202105,,,,,,,,,,,,,,11888.52941,,,,,11888.52941,,,11888.52941
FJ2016023,26731.92778,,,2350.05814,,198345.0122,4876.373929,,,,,,2350.05814,2526.315789,,,,50937.53978,2350.05814,,,2526.315789,,10105.26316,,,36308.41799,,,,,,108043.9657,86952.15116,,141473.6842,,,,752430.2234,,,,,26555.67013,,,,,,,30550.75581,,,,,,,,,,,,,,,,4876.373929,4876.373929,,,,12631.57895,14805.37944,,,,,,65684.21053,21150.52326,,,14100.34884,,0,4700.116279,,,,2526.315789,,,,2526.315789,,,,,,35955.90269,,,2350.05814,,,5052.631579,2350.05814,,11750.2907,,,,,,,,,,,,12102.806,,,,,,5052.631579,,,,,,5052.631579,17507.95288,2350.05814,,,2526.315789,,2526.315789,,,,,,,22736.84211,,161214.1463,,,47823.74235,,,,,0,0,177782.1022,,7578.947368,2526.315789,,,5052.631579,2526.315789,0,0,0,0,0,62335.31518,79901.97674,96000,,,,,2526.315789,,,2526.315789,,,,,,,4700.116279,,,,,,2350.05814
FJ2016026,220478.1818,,,73492.72727,12248.78788,24497.57576,,6124.393939,,,,,,6124.393939,,6124.393939,,30621.9697,,,,12248.78788,,,,,342966.0606,,,,,,91865.90909,244975.7576,,,,24497.57576,12248.78788,1016649.394,,,,,6124.393939,,,,,,6124.393939,,,6124.393939,,,,6124.393939,,,,,6124.393939,,,24497.57576,,,,,,,,6124.393939,,,,,,,,,,,,42870.75758,6124.393939,,,,,,,,,6124.393939,,,,,36746.36364,,,6124.393939,,,6124.393939,,,12248.78788,,,,12248.78788,,91865.90909,,,,,,,,,,,6124.393939,,,,,,,,36746.36364,,,,,,,,,,,,,,,195980.6061,18373.18182,,18373.18182,,,,,0,0,73492.72727,,,,97990.30303,,24497.57576,,0,0,0,0,0,18373.18182,171483.0303,,6124.393939,,,,,12248.78788,,,,,,6124.393939,,,,,,18373.18182,,,6124.393939
FJ2016039,138022.9268,,,19717.56098,4929.390244,19717.56098,,,,,,,,9858.780488,,,,14788.17073,4929.390244,,,,,,,,379563.0488,,,,,,9858.780488,24646.95122,,,,9858.780488,9858.780488,985878.0488,,,,,,,,,9858.780488,,4929.390244,,4929.390244,9858.780488,,,,4929.390244,,,,,,4929.390244,,,,,,,,,,9858.780488,,,,,,9858.780488,,,,,,9858.780488,4929.390244,,,,,,,,,,,4929.390244,,,19717.56098,,,,,,24646.95122,,,24646.95122,,,,108446.5854,,4929.390244,,,,,,,,,,,,,,,9858.780488,,,4929.390244,54223.29268,4929.390244,,,,,24646.95122,4929.390244,,,,,,,,256328.2927,,,9858.780488,,,,,0,0,98587.80488,,,,9858.780488,,,,0,0,0,0,0,49293.90244,39435.12195,,,,4929.390244,,,,,,,,,,,,,,,4929.390244,,,
FJ2016040,53386.22642,,,32413.06604,,32413.06604,,,,,,,,1906.650943,,,,7626.603774,,,,1906.650943,,,,,1906.650943,,,,,,,,,,,9533.254717,9533.254717,514795.7547,,,,,,,,,,5719.95283,3813.301887,,,,,,,,,,,,,,,5719.95283,,,,,,,,9533.254717,,,,,,3813.301887,,,,,,0,3813.301887,,,,,,,,,1906.650943,,1906.650943,,,3813.301887,,,,,,5719.95283,,,,,,,41946.32075,,,,,,,,,,,,,,,,,7626.603774,,,1906.650943,57199.5283,,,,,,3813.301887,,,,,,,,,95332.54717,,,3813.301887,,,,,0,0,9533.254717,,,,,1906.650943,,,0,0,0,0,0,,,,,,,3813.301887,,,,,,,,1906.650943,,1906.650943,,,,,1906.650943,,3813.301887
FJ2016041,46315.72917,,,71578.85417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8421.041667,,,,,,1772629.271,,,,,,,,,8421.041667,8421.041667,,,,,,4210.520833,,,,,,,,,,,,,,,,,,29473.64583,4210.520833,,,,,,,,,,,4210.520833,,,,,,,,,,,,,,,25263.125,,,,,,,,,21052.60417,,,,16842.08333,,,,,,,,,,,,,8421.041667,,,,,,,12631.5625,37894.6875,,,,,,,,,,,,,,,92631.45833,,,,,,,,0,0,8421.041667,,,,,,,,0,0,0,0,0,,4210.520833,,,,4210.520833,,,,,,,,,,4210.520833,,,,,,,,4210.520833
FJ2016042,255999.6667,,,107789.3333,,22456.11111,,,,,,,,,,,,40421,,,,,,,,,17964.88889,,,,,,,,,,,,,1082384.556,,,,,,,,,31438.55556,8982.444444,26947.33333,,,,8982.444444,,,4491.222222,,,,,4491.222222,,,,,,,,,,,0,,,,,,,,,,,,0,44912.22222,,,,,,,,,4491.222222,,13473.66667,,,58385.88889,,,,,,,125754.2222,,26947.33333,,,,26947.33333,,,,,,,,13473.66667,,,,,,,,,4491.222222,,,22456.11111,112280.5556,,,,,,,,8982.444444,,,,,,,107789.3333,,4491.222222,8982.444444,,,,,0,0,35929.77778,,,,,22456.11111,,,0,0,0,0,0,,,,,,,,,,,,,,,,8982.444444,,,,,,,,13473.66667
FJ2016043,338525.875,,,171789.25,,30315.75,,5052.625,,,,,,,,,,30315.75,,,,,,,,,20210.5,,,,,,10105.25,5052.625,,,,40421,,995367.125,,,,,,,,,5052.625,20210.5,,,,,,5052.625,,,,,,,10105.25,,,30315.75,,,,,,,,10105.25,25263.125,,,,,,,,,,,0,166736.625,,,,,,,,,,,,,,65684.125,5052.625,,,,,,65684.125,,35368.375,,,,55578.875,,20210.5,,,,,,35368.375,,,,,,,,,,,,5052.625,217262.875,,,,,,,,25263.125,,,,,,,15157.875,,5052.625,,,,,,0,0,40421,,,,,,10105.25,,0,0,0,0,0,,,,,,,,,,,,,,,,5052.625,,,,,5052.625,,,5052.625
FJ2016045,323368,,,194020.8,,56589.4,,,,,,,,,8084.2,,,16168.4,,,,,,,,,,,,,,,40421,,,,,97010.4,,1091367,,,,,,,,,,16168.4,,,,,48505.2,,,97010.4,,,,,16168.4,,,24252.6,,,,,,,,32336.8,,,,,,,,,,,,0,32336.8,,,,,,,,,,,,,,56589.4,,,,,,16168.4,80842,,72757.8,,,,32336.8,,1067114.4,,,,,,218273.4,,,,,,,,,56589.4,,,8084.2,80842,,,,,,16168.4,,,,,,,,,,,8084.2,,,,,,0,0,307199.6,,,,,,16168.4,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,16168.4,,,48505.2
FJ2016046,164210.3125,,,176841.875,,88420.9375,,,,,,,,,,,,12631.5625,,,,6315.78125,,,,,,,,,,,12631.5625,,,,,18947.34375,,1458945.469,,12631.5625,,,6315.78125,,,,,6315.78125,,,,,12631.5625,,,18947.34375,,,,,6315.78125,,,25263.125,,,,,,,,0,,,25263.125,,,,,,,,,0,56842.03125,,,,,,,,,6315.78125,,,,,157894.5313,,,,,,12631.5625,69473.59375,,6315.78125,,,,63157.8125,,119999.8438,,,,,,63157.8125,,,,,12631.5625,,,,6315.78125,,,,25263.125,,,,,,25263.125,,,,,,,,,,,,31578.90625,,,,,0,0,454736.25,,,,6315.78125,,12631.5625,,0,0,0,0,0,,,,,,,,,6315.78125,,,,,,,,,,,,6315.78125,,,12631.5625
FJ2016047,53704.54372,,,22818.30645,,95185.02759,,,,,,,,1629.879032,,,,28033.93251,,,,,,2526.315789,,,,,,,,,32760.57513,,4889.637097,30315.78947,,1629.879032,,447076.0357,,4156.194822,,,2526.315789,,,,2526.315789,3259.758065,,14668.91129,,,11409.15323,,,8149.395161,,1629.879032,,,6519.516129,,,,,6682.510611,,,,,12631.57895,0,,,,,,80842.10526,14668.91129,,,,139680.8107,0,20047.53183,,,,,,,,2526.315789,,,22736.84211,,,80271.59168,,,,,,5052.631579,4889.637097,,,,,,,,70736.84211,,,6519.516129,3259.758065,,32923.56961,8149.395161,,,17684.21053,,,,,,,,4889.637097,35775.87436,,,,,,,,,,,,2526.315789,7578.947368,,437704.4121,,,92414.25297,,,,,0,0,343741.8761,,,,,,,5786.073854,0,0,0,0,0,3259.758065,,2526.315789,,,,,,,,,,,,,,,8149.395161,1629.879032,7578.947368,,,5052.631579,30967.70161
FJ2016056,92188.24561,,,106371.0526,,10637.10526,,,,,,,,,,,,,,,,,,,,,3545.701754,,,,74459.73684,,70914.03509,7091.403509,,,,21274.21053,,446758.4211,,7091.403509,,,,,,,,,,,,,46094.12281,,,7091.403509,,,,,10637.10526,,,31911.31579,,,,,,,,0,,,3545.701754,,,,,,,,,0,7091.403509,,,,,,,,,17728.50877,,,,,212742.1053,,,,,,,70914.03509,,14182.80702,,,,35457.01754,,113462.4561,,,,,,63822.63158,56731.22807,,,,,,,,17728.50877,,,,49639.82456,,7091.403509,,,,,,,,,,,,,,,,7091.403509,,,,,0,0,138282.3684,,,,,,,,0,0,0,0,0,3545.701754,,,,,,,,,,,,,,,,,,,,3545.701754,,,
FJ2016060,149557.7,,,121263,,12126.3,,,,,,,,,,,,8084.2,,,,,,,,,4042.1,,,,,,80842,4042.1,,,,12126.3,,578020.3,,,,,,,,,4042.1,4042.1,,60631.5,,,278904.9,,,32336.8,,,,,12126.3,,,,,,,,,,,0,8084.2,,4042.1,,,,,,,,,0,20210.5,,,,,,,,,60631.5,,4042.1,,,137431.4,,,,,,,24252.6,,,,,,36378.9,,,,20210.5,,,,40421,,,,,4042.1,,,,,8084.2,,20210.5,40421,,24252.6,,,,,,,,4042.1,,,,,,,,,,,,,0,0,181894.5,,,,,,,,0,0,0,0,0,8084.2,12126.3,,,,,,,,,,,,,,,,,,,,,,4042.1
FJ2016064,340804.5098,,,43591.27451,,11888.52941,,,,,,,,,,,,31702.7451,15851.37255,,,,,,,,3962.843137,,,,,,110959.6078,,15851.37255,,,11888.52941,,717274.6078,,,,,,,,,,,,59442.64706,,,31702.7451,,,3962.843137,,,,19814.21569,47554.11765,,,39628.43137,,,,,,,,3962.843137,,,3962.843137,3962.843137,7925.686275,,,,,,,0,,,,,,,,,,7925.686275,,,,,31702.7451,,,,,,,35665.58824,,3962.843137,,,,19814.21569,,,,7925.686275,,,,39628.43137,,,,,,,,,19814.21569,,,3962.843137,19814.21569,,7925.686275,,,,7925.686275,,19814.21569,,,,,,,15851.37255,,,,,,,,0,0,178327.9412,,,,,,11888.52941,,0,0,0,0,0,,11888.52941,,,,3962.843137,,,,,,,,,,,,,,,15851.37255,,,3962.843137
FJ2016065,90494.77612,,,39214.40299,,30164.92537,,,,,,,,,,,,27148.43284,3016.492537,,,3016.492537,,,,,3016.492537,,,,,,24131.9403,,,,,15082.46269,3016.492537,639496.4179,,,,,9049.477612,,,,3016.492537,12065.97015,,114626.7164,,,,,,9049.477612,,,,6032.985075,33181.41791,,,6032.985075,,,,,,,,0,,,,,,,,,,,,0,36197.91045,,,,,,,,,24131.9403,,6032.985075,,,81445.29851,,,,,,,33181.41791,,12065.97015,,,,9049.477612,,,,21115.44776,,,,12065.97015,,,,,9049.477612,,,,,,,9049.477612,9049.477612,,,,,,3016.492537,,,,,,,,,3016.492537,,,,,,,3016.492537,0,0,111610.2239,,,,,,,,0,0,0,0,0,,21115.44776,,,,,,,,,,,,,,3016.492537,,,,,12065.97015,,,21115.44776
FJ2016066,56930.98592,,,42698.23944,,28465.49296,,,,,,,,,,,,37005.14085,,,,,,,,,,,,,,,31312.04225,,11386.19718,,56930.98592,11386.19718,,569309.8592,,,,,,,,,2846.549296,5693.098592,,37005.14085,,,11386.19718,,,5693.098592,,,,2846.549296,48391.33803,,,14232.74648,,,,,,,,0,,,,,5693.098592,,,,,,,0,11386.19718,,,,,,,,,14232.74648,,,,,19925.84507,,,,,,,42698.23944,,,,,,11386.19718,,,,22772.39437,,,,11386.19718,,,,,,,,,5693.098592,,,2846.549296,28465.49296,,,,,,2846.549296,,2846.549296,,,,,,,17079.29577,,,8539.647887,,,,,0,0,207798.0986,,,,,,22772.39437,,0,0,0,0,0,,2846.549296,,,,2846.549296,,,,,,,,,,,2846.549296,,,,,,,5693.098592
FJ2016068,78596.38889,,,67368.33333,2807.013889,22456.11111,,,,,,,,,,,,89824.44444,,,,,,,,,,,,,,,70175.34722,,11228.05556,2807.013889,,,2807.013889,491227.4306,,,,,8421.041667,,,,19649.09722,2807.013889,,11228.05556,,,2807.013889,,,30877.15278,2807.013889,,,2807.013889,50526.25,,,16842.08333,,,,,,,,0,5614.027778,,,,,,,,,,,0,19649.09722,,,,,,,,,19649.09722,,,,,19649.09722,,,,,,,33684.16667,,,,,,2807.013889,,,,14035.06944,,,,19649.09722,,,,,,,,,,,,,33684.16667,,5614.027778,,,,5614.027778,,,,,,,,,61754.30556,,,16842.08333,,,,,0,0,129122.6389,,,,,,14035.06944,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5614.027778,,,8421.041667
FJ2016069,21274.21053,,,40421,10637.10526,29783.89474,,,,,,,,,,2127.421053,,44675.84211,,,,,,,,,8509.684211,,,,,,48930.68421,4254.842105,14891.94737,,,2127.421053,,476542.3158,,,,,27656.47368,,,,,2127.421053,,2127.421053,,,10637.10526,,,4254.842105,,,,,6382.263158,,,,,,2127.421053,,,,,0,4254.842105,,,,,,,,,,,0,10637.10526,,,,,,,,,10637.10526,,4254.842105,,,6382.263158,,,,,,,55312.94737,,2127.421053,,,,21274.21053,,,,,,,,2127.421053,2127.421053,,,,2127.421053,,,,,,,6382.263158,2127.421053,,8509.684211,,,,,,,,,,,,,8509.684211,,8509.684211,2127.421053,,,,2127.421053,0,0,68077.47368,,,,,,59567.78947,,0,0,0,0,0,,4254.842105,,,,2127.421053,,,,,,,,,,2127.421053,,,,,4254.842105,,,10637.10526
